side,target_atr,stop_atr,target_ticks,stop_ticks,horizon,n,ties,tie_rate,target_first,stop_first,unresolved,gap_ns_median
1,1.5,1.5,40.749999999999886,40.749999999999886,60,1,0,0.0,0,0,0,
1,2.0,0.5,54.33333333333318,13.583333333333295,15,1,0,0.0,0,0,0,
1,2.0,0.5,54.33333333333318,13.583333333333295,30,1,0,0.0,0,0,0,
1,2.0,0.5,54.33333333333318,13.583333333333295,60,1,0,0.0,0,0,0,
1,2.0,0.75,54.33333333333318,20.374999999999943,15,1,0,0.0,0,0,0,
1,2.0,0.75,54.33333333333318,20.374999999999943,30,1,0,0.0,0,0,0,
1,2.0,0.75,54.33333333333318,20.374999999999943,60,1,0,0.0,0,0,0,
1,2.0,1.0,54.33333333333318,27.16666666666659,15,1,0,0.0,0,0,0,
1,2.0,1.0,54.33333333333318,27.16666666666659,30,1,0,0.0,0,0,0,
1,2.0,1.0,54.33333333333318,27.16666666666659,60,1,0,0.0,0,0,0,
1,2.0,1.5,54.33333333333318,40.749999999999886,15,1,0,0.0,0,0,0,
1,2.0,1.5,54.33333333333318,40.749999999999886,30,1,0,0.0,0,0,0,
1,2.0,1.5,54.33333333333318,40.749999999999886,60,1,0,0.0,0,0,0,
1,3.0,0.5,81.49999999999977,13.583333333333295,15,1,0,0.0,0,0,0,
1,3.0,0.5,81.49999999999977,13.583333333333295,30,1,0,0.0,0,0,0,
1,3.0,0.5,81.49999999999977,13.583333333333295,60,1,0,0.0,0,0,0,
1,3.0,0.75,81.49999999999977,20.374999999999943,15,1,0,0.0,0,0,0,
1,3.0,0.75,81.49999999999977,20.374999999999943,30,1,0,0.0,0,0,0,
1,3.0,0.75,81.49999999999977,20.374999999999943,60,1,0,0.0,0,0,0,
1,3.0,1.0,81.49999999999977,27.16666666666659,15,1,0,0.0,0,0,0,
1,3.0,1.0,81.49999999999977,27.16666666666659,30,1,0,0.0,0,0,0,
1,3.0,1.0,81.49999999999977,27.16666666666659,60,1,0,0.0,0,0,0,
1,3.0,1.5,81.49999999999977,40.749999999999886,15,1,0,0.0,0,0,0,
1,3.0,1.5,81.49999999999977,40.749999999999886,30,1,0,0.0,0,0,0,
1,3.0,1.5,81.49999999999977,40.749999999999886,60,1,0,0.0,0,0,0,
1,4.0,0.5,108.66666666666636,13.583333333333295,15,1,0,0.0,0,0,0,
1,4.0,0.5,108.66666666666636,13.583333333333295,30,1,0,0.0,0,0,0,
1,4.0,0.5,108.66666666666636,13.583333333333295,60,1,0,0.0,0,0,0,
1,4.0,0.75,108.66666666666636,20.374999999999943,15,1,0,0.0,0,0,0,
1,4.0,0.75,108.66666666666636,20.374999999999943,30,1,0,0.0,0,0,0,
1,4.0,0.75,108.66666666666636,20.374999999999943,60,1,0,0.0,0,0,0,
1,4.0,1.0,108.66666666666636,27.16666666666659,15,1,0,0.0,0,0,0,
1,4.0,1.0,108.66666666666636,27.16666666666659,30,1,0,0.0,0,0,0,
1,4.0,1.0,108.66666666666636,27.16666666666659,60,1,0,0.0,0,0,0,
1,4.0,1.5,108.66666666666636,40.749999999999886,15,1,0,0.0,0,0,0,
1,4.0,1.5,108.66666666666636,40.749999999999886,30,1,0,0.0,0,0,0,
1,4.0,1.5,108.66666666666636,40.749999999999886,60,1,0,0.0,0,0,0,
1,0.75,0.5,20.086028957767518,13.390685971845013,15,53,1,0.018867924528301886,1,0,0,138159389978.0
1,0.75,0.5,20.086028957767518,13.390685971845013,30,53,1,0.018867924528301886,1,0,0,138159389978.0
1,0.75,0.5,20.086028957767518,13.390685971845013,60,53,1,0.018867924528301886,1,0,0,138159389978.0
1,0.75,0.75,20.086028957767518,20.086028957767518,15,53,0,0.0,0,0,0,
1,0.75,0.75,20.086028957767518,20.086028957767518,30,53,0,0.0,0,0,0,
1,0.75,0.75,20.086028957767518,20.086028957767518,60,53,0,0.0,0,0,0,
1,0.75,1.0,20.086028957767518,26.781371943690026,15,53,0,0.0,0,0,0,
