bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(14.0, inf]",STABLE,1,3.0,0.5,30,2239,71,1554,74,1551,592.6631637506753,56.67423231965815,0.03171058508262617,0.03305046895935686,0.694059848146494,0.27422956677087984,-0.2518981688253685,0.2646999391472422,-0.01251052638185926,-0.00782093281330187,0.025312296703732983,0.032063773250664306,-0.004335083888455864,-0.008175442493403396,-0.0003531881680381363,0.04296771290718992,False,False,False,False,-0.06666173130502068,-0.03958612884343997
"(7.0, 10.0]",CONTRACTING,-1,3.0,1.0,60,3140,481,1924,481,1924,607.2603588690466,165.86538771846006,0.15318471337579617,0.15318471337579617,0.6127388535031847,0.2340764331210191,-0.15318471337579617,0.19339501874810403,-0.012613066512552047,-0.012613066512552042,0.05282337188485989,0.14911687335588125,-0.049391364697883536,0.03677829818533149,0.00406784001991492,0.1671801053166151,False,False,False,False,-0.1127132034932317,-0.06266313500289188
"(14.0, inf]",STABLE,1,3.0,1.5,15,2242,23,359,23,359,497.52327683264105,56.74676184629103,0.010258697591436218,0.010258697591436218,0.1601248884924175,0.8296164139161463,-0.20941123996431757,0.2219104713794117,-0.012811545501181973,-0.012811545501181975,0.025310776916276107,0.011496285815351963,-0.014671546740761994,0.0018600012395800208,-0.0012375882239157449,0.018290725051418637,False,False,False,False,-0.04034060231659769,-0.02657607390888983
"(14.0, inf]",EXPANDING,1,0.75,0.75,15,2554,1006,1009,1040,975,30.62171060250117,61.1663577254213,0.3938919342208301,0.4072043852779953,0.3950665622552858,0.21104150352388418,-0.0008809710258418168,0.011989706578896309,-0.012840503963555256,0.007128172622192588,0.02394923951660975,0.3875132649451716,-0.028971862347467042,0.016131358383911786,0.0063786692756584995,0.414611938563093,False,False,False,True,-0.05502665165541209,-0.033933577809483674
"(14.0, inf]",CONTRACTING,-1,1.0,0.75,30,855,322,423,327,418,6.182369430236891,21.95308796592333,0.37660818713450295,0.3824561403508772,0.49473684210526314,0.1286549707602339,0.005555555555555556,0.007230841438873556,-0.012889729281504609,-0.00265581115284964,0.02567612627593372,0.3647475642161205,-0.03775459582202515,0.024864866540520544,0.011860622918382469,0.4111752707491426,False,False,False,False,-0.03359095002598938,-0.023240339653746993
"(14.0, inf]",EXPANDING,1,0.75,0.5,30,2551,991,1458,1063,1386,13.677341248357088,61.10121343036764,0.3884751078008624,0.41669933359466876,0.5715405723245786,0.03998431987455908,0.0055860446883575065,0.005361560661841273,-0.013004261929443574,0.022276020312814365,0.023951867279642353,0.37821080602302926,-0.029646468443506636,0.016642206514063063,0.010264301777833162,0.4052097135753092,False,False,False,True,-0.06092044846452828,-0.03696235519698593
"(7.0, 10.0]",CONTRACTING,-1,2.0,1.5,30,3175,624,891,624,891,214.5041221075845,167.69485600288158,0.19653543307086613,0.19653543307086613,0.28062992125984254,0.5228346456692913,-0.027874015748031496,0.06756035341971166,-0.01313093980954239,-0.013130939809542386,0.052817277481222544,0.19730410309583765,-0.05979401500491856,0.04666307519537617,-0.0007686700249715239,0.21730671977764884,False,False,False,False,-0.09801498030025033,-0.055572960054896356
"(14.0, inf]",CONTRACTING,-1,1.0,0.5,15,858,228,491,242,477,28.171276601880347,22.028981079620134,0.26573426573426573,0.28205128205128205,0.5722610722610723,0.16200466200466201,-0.020396270396270396,0.03283365571314726,-0.013237417806223528,0.01123810666930095,0.02567480312310039,0.2511496285815352,-0.03527855653167661,0.02204113872545308,0.014584637152730506,0.2932481709566511,False,False,False,True,-0.05919412922795672,-0.03621577351709013
"(10.0, 14.0]",EXPANDING,1,2.0,1.5,30,2791,490,885,498,877,413.39323479104934,103.48692488951522,0.17556431386599786,0.17843067001074883,0.3170906485130778,0.5073450376209243,-0.12450734503762093,0.14811652984272639,-0.013469613077200245,-0.0034373665705717954,0.037078797882305704,0.15834141610087293,0.006361619759492997,-0.01983123283669324,0.017222897765124923,0.17797842572301914,False,False,False,False,-0.056528308846659665,-0.034998960961929955
"(7.0, 10.0]",CONTRACTING,-1,2.0,1.0,15,3194,274,964,275,963,541.6196208826017,168.69632960544712,0.08578584846587352,0.08609893550407013,0.3018159048215404,0.612398246712586,-0.13024420788979335,0.16957408293130924,-0.013486759149294127,-0.012547498034704271,0.052816634190809994,0.08524276136447359,-0.06606319824934094,0.052576439100046814,0.0005430871013999278,0.09938219577453973,False,False,False,False,-0.09473941159389589,-0.05411308537159501
"(7.0, 10.0]",CONTRACTING,-1,1.0,1.0,15,3194,1068,930,1076,922,-12.7472988013767,168.69632960544712,0.3343769567939887,0.3368816530995617,0.29117094552285533,0.37445209768315596,0.043206011271133375,-0.003991014026730339,-0.013601636946406957,-0.00859224433526106,0.052816634190809994,0.3236572607382303,-0.059884635224586466,0.04628299827817951,0.010719696055758399,0.3469717108797978,False,False,False,False,-0.09704102404635892,-0.05532133049638294
"(14.0, inf]",STABLE,1,1.5,0.5,30,2239,421,1519,428,1512,153.54768325373374,56.67423231965815,0.1880303707012059,0.19115676641357748,0.678427869584636,0.13354175971415816,-0.05716837874050915,0.06857868836700926,-0.01390198707723288,-0.007649195652489688,0.025312296703732983,0.18724534986713906,-0.004696757078000828,-0.00920522999923205,0.0007850208340668408,0.2106569220267131,False,False,False,False,-0.037239784126798826,-0.025570885602015852
"(7.0, 10.0]",CONTRACTING,-1,0.75,1.0,15,3194,1478,890,1499,869,-94.30867277867137,168.69632960544712,0.4627426424546024,0.4693174702567314,0.27864746399499063,0.258609893550407,0.06840951784596118,-0.02952682303652829,-0.013933939381377108,-0.0024279907276513746,0.052816634190809994,0.44595888897075076,-0.05740497623503545,0.04347103685365834,0.016783753483851638,0.470630448448602,False,False,False,False,-0.0832178032170525,-0.0485758712992148
"(14.0, inf]",STABLE,1,4.0,0.5,30,2239,21,1554,21,1554,718.3640428155584,56.67423231965815,0.009379187137114784,0.009379187137114784,0.694059848146494,0.29656096471639115,-0.30951317552478785,0.3208414661972123,-0.013984006031308518,-0.013984006031308518,0.025312296703732983,0.010274579273693534,-0.0031444039108640817,-0.010839602120444436,-0.0008953921365787501,0.01673299646450774,False,False,False,False,-0.07257255714657355,-0.04327828158894104
"(10.0, 14.0]",STABLE,1,1.0,1.0,60,3763,1853,1767,1866,1754,2.913529933056485,142.4723347408888,0.4924262556470901,0.49588094605368055,0.46957214988041457,0.03800159447249535,0.022854105766675525,0.0007742572237726508,-0.014233006858313135,-0.007323626045132162,0.03786136984876131,0.497801123870022,-0.0033751498682482663,-0.01085785699006487,-0.005374868222931928,0.5206304263265655,False,False,False,False,-0.06839911365239046,-0.0413160602553518
"(0.0, 7.0]",CONTRACTING,1,4.0,1.5,60,6403,684,3179,684,3179,2493.1754877325047,553.8240083541089,0.10682492581602374,0.10682492581602374,0.49648602217710447,0.39668905200687177,-0.31742933000156176,0.3893761498879439,-0.01454763714221523,-0.014547637142215228,0.08649445702859736,0.11057316118935838,-0.029521128901152906,0.014973491758937677,-0.0037482353733346435,0.1216930834733256,False,False,False,False,-0.11014361387380123,-0.06234562550800823
"(14.0, inf]",STABLE,1,1.0,1.0,30,2239,924,915,931,908,15.08051123813417,56.67423231965815,0.4126842340330505,0.41581062974542204,0.4086645824028584,0.17865118356409104,0.00401965163019205,0.0067353779536106165,-0.014557267119930318,-0.008304475695187129,0.025312296703732983,0.4063773250664305,-0.012019250474678968,-0.0025380166452513495,0.006306908966620006,0.4355405612589723,False,False,False,False,-0.04232011771227884,-0.028438692416104576
"(10.0, 14.0]",STABLE,1,1.0,1.5,15,3807,1204,583,1211,576,-241.34510821297172,144.0679971017326,0.3162595219332808,0.3180982400840557,0.15313895455739426,0.530601523509325,0.08655109009718939,-0.06339509015313152,-0.014686920229762103,-0.010090124852824879,0.03784292017381996,0.32528666264333134,-0.015832884552530027,0.0011459643227679246,-0.009027140710050563,0.34665977821314603,False,False,False,False,-0.05511735374071764,-0.03490213698523987
"(10.0, 14.0]",STABLE,1,4.0,1.5,15,3807,17,605,17,605,927.0712369876005,144.0679971017326,0.004465458366167586,0.004465458366167586,0.1589177830312582,0.8366167586025741,-0.22051484108221697,0.24351753007291843,-0.014840231183118488,-0.014840231183118485,0.03784292017381996,0.004586602293301147,-0.014193805739814094,-0.000646425443304394,-0.00012114392713356067,0.007943872116407041,False,False,False,False,-0.06544605588588642,-0.040143143534502455
"(10.0, 14.0]",EXPANDING,1,3.0,0.75,60,2771,298,1923,301,1920,609.8502036842218,102.7589053624695,0.10754240346445326,0.10862504511006857,0.6939732948394082,0.19848430169613862,-0.19785276073619631,0.22008307603183755,-0.014853374838775784,-0.010793468667718405,0.037083690134417,0.09650623014903494,-0.01955748101012701,0.0047041061713512244,0.011036173315418327,0.11255359062309693,False,False,False,False,-0.07149692059443313,-0.04317514771660446
"(14.0, inf]",CONTRACTING,-1,1.5,0.75,60,848,260,523,261,522,11.43986703022868,21.794415002467627,0.30660377358490565,0.30778301886792453,0.6167452830188679,0.07665094339622647,-0.0026533018867924527,0.013490409233760235,-0.014863853740847815,-0.012210551854055361,0.025700961087815596,0.28125557339040486,-0.06334107278184456,0.04847721904099674,0.025348200194500792,0.3250541674488387,False,False,False,False,-0.03410110919877442,-0.024482481469811117
"(0.0, 7.0]",EXPANDING,1,4.0,1.0,60,3062,358,2059,364,2053,820.4621230974506,239.44254018301092,0.11691704768125408,0.11887655127367734,0.6724363161332463,0.21064663618549961,-0.20476812540822992,0.26794974627611057,-0.015016465410045839,-0.00521894744792957,0.07819808627792649,0.095608372456964,-0.02665965689842877,0.01164319148838293,0.021308675224290072,0.11079763944235374,False,True,False,False,-0.12114774326527535,-0.0680821043376606
"(14.0, inf]",STABLE,1,2.0,1.0,15,2242,146,710,151,705,441.0328313223953,56.74676184629103,0.06512042818911686,0.06735057983942908,0.31668153434433544,0.6181980374665477,-0.1864406779661017,0.19671401932310226,-0.015037435559275534,-0.008346980608338873,0.025310776916276107,0.06455606650159179,-0.010381052297709987,-0.004656383261565547,0.000564361687525064,0.07953746252542784,False,False,False,False,-0.03421148392750089,-0.024624459743388213
"(7.0, 10.0]",CONTRACTING,-1,0.75,1.5,15,3194,1527,429,1529,427,-381.1243639423576,168.69632960544712,0.4780839073262367,0.47871008140262994,0.1343143393863494,0.387601753287414,0.15709142141515342,-0.1193250982912829,-0.015050311066939487,-0.013641419395054706,0.052816634190809994,0.46680910631400574,-0.05347017887429536,0.03841986780735587,0.01127480101223094,0.4915557920125466,False,False,False,False,-0.08027051937184375,-0.04766041521939162
"(10.0, 14.0]",STABLE,1,1.5,1.5,15,3807,558,600,559,599,148.74000135635083,144.0679971017326,0.14657210401891252,0.1468347780404518,0.15760441292356187,0.6958234830575256,-0.016548463356973995,0.039070134320029114,-0.015321249210764847,-0.014533227146147035,0.03784292017381996,0.14821967410983705,-0.015177461963110353,-0.00014378724765449352,-0.0016475700909245328,0.16456419720024293,False,False,False,False,-0.06115261320149289,-0.03823693120612887
"(14.0, inf]",CONTRACTING,-1,0.75,1.0,15,858,370,221,375,216,-47.695532442213874,22.028981079620134,0.43123543123543123,0.4370629370629371,0.25757575757575757,0.31118881118881125,0.06585081585081586,-0.05558919865059892,-0.01541318592288346,-0.005215050724748264,0.02567480312310039,0.4156349487088787,-0.03996216850217331,0.02454898257928985,0.01560048252655255,0.4629380122680481,False,False,False,False,-0.056815858322706546,-0.036114522122795006
"(14.0, inf]",STABLE,1,2.0,0.75,15,2242,142,969,147,964,464.93491985805326,56.74676184629103,0.06333630686886708,0.0655664585191793,0.4322033898305085,0.5044603033006245,-0.19747992863514718,0.20737507576184355,-0.015415629789579735,-0.009282712751221129,0.025310776916276107,0.0615493455960382,-0.007787863458142255,-0.00762776633143748,0.0017869612728288811,0.07621392157548992,False,False,False,False,-0.0281812329664773,-0.02179843137802852
"(7.0, 10.0]",CONTRACTING,-1,1.5,1.5,30,3175,989,866,989,866,-65.77961084872159,167.69485600288158,0.311496062992126,0.311496062992126,0.272755905511811,0.41574803149606304,0.05811023622047244,-0.020717987668888688,-0.015425028929638793,-0.01542502892963879,0.052817277481222544,0.30788031402755145,-0.057394141683554334,0.041969112753915544,0.003615748964574561,0.33096553185041655,False,False,False,False,-0.0902095260328063,-0.052817277481222544
"(10.0, 14.0]",STABLE,1,0.75,1.0,30,3792,2025,1420,2051,1394,-13.994862015714109,143.52642635421205,0.5340189873417721,0.5408755274261603,0.3744725738396624,0.09150843881856546,0.026041666666666668,-0.003690628168700978,-0.01549875748152061,-0.003499812333841293,0.0378497959794863,0.5375848690591658,-0.009037221428805184,-0.006461536052715426,-0.003565881717393693,0.560237882201442,False,False,False,False,-0.06397381395511759,-0.039736285718319095
"(7.0, 10.0]",STABLE,1,3.0,1.0,30,6501,399,3110,400,3109,2154.463780974257,342.64702555540435,0.06137517305029996,0.06152899553914783,0.4783879403168743,0.46023688663282575,-0.29426242116597445,0.33140498092205156,-0.015564258511174777,-0.014948968555783301,0.05270681826725186,0.06132424825951711,-0.04142779205316116,0.025863533541986384,5.092479078284973e-05,0.06981649185743684,False,False,False,False,-0.09645708099176563,-0.056010669751470205
"(7.0, 10.0]",STABLE,1,2.0,1.5,30,6501,1186,1981,1189,1978,840.2875744958228,342.64702555540435,0.1824334717735733,0.1828949392401169,0.30472235040762957,0.5128441778187971,-0.0922165820642978,0.12925512605688708,-0.015668274274662598,-0.014053138141759965,0.05270681826725186,0.1827136720485854,-0.04440814860510199,0.028739874330439393,-0.00028020027501210465,0.19625290681849406,False,False,False,False,-0.09151378513135851,-0.05359102970301055
"(7.0, 10.0]",STABLE,1,4.0,1.5,15,6535,34,1114,34,1114,1776.3527017374593,344.38265460412464,0.005202754399387911,0.005202754399387911,0.17046671767406274,0.8243305279265494,-0.23488905891354248,0.2718213774655638,-0.015765868839581542,-0.015765868839581546,0.052698187391602855,0.005452000294702718,-0.037982596409641634,0.02221672757006009,-0.00024924589531480704,0.00817477276821341,False,False,False,False,-0.09027757857024679,-0.05302172370491417
"(14.0, inf]",EXPANDING,1,0.75,0.5,15,2554,867,1359,935,1291,49.618558509977454,61.1663577254213,0.3394675019577134,0.36609240407204385,0.5321064996084574,0.1284259984338293,-0.011452623335943617,0.019427783285034243,-0.015974079567519124,0.01730704807539395,0.02394923951660975,0.33091616554651576,-0.03442667745147837,0.018452597883959247,0.008551336411197652,0.3571447431225163,False,False,False,True,-0.05772460540760587,-0.0368493424875625
"(10.0, 14.0]",STABLE,1,3.0,1.5,15,3807,45,605,45,605,855.3886222646456,144.0679971017326,0.01182033096926714,0.01182033096926714,0.1589177830312582,0.8292618859994747,-0.20291568163908588,0.22468836938918982,-0.016070232423716045,-0.01607023242371604,0.03784292017381996,0.012794206397103198,-0.015363473840811348,-0.0007067585829046968,-0.000973875427836059,0.01818691402320517,False,False,False,False,-0.06756815769192193,-0.04181919505781899
"(7.0, 10.0]",EXPANDING,-1,1.5,1.0,60,3761,1442,2081,1458,2065,54.680521658458645,197.27354096545074,0.3834086679074714,0.3876628556235044,0.5533102898165382,0.0632810422759904,0.021802712044668972,0.014538825221605595,-0.016110879900822144,-0.005475410610739723,0.05245241716709671,0.36708004509582864,-0.04772858476073325,0.03161770485991111,0.016328622811642768,0.3891757482128038,False,False,False,False,-0.08200245569768723,-0.04905666779925469
"(7.0, 10.0]",CONTRACTING,-1,0.75,1.0,30,3175,1769,1178,1794,1153,-32.29794018381394,167.69485600288158,0.5571653543307087,0.5650393700787402,0.3710236220472441,0.07181102362204722,0.046850393700787404,-0.01017257958545321,-0.016139463365888354,-0.0023599358068332396,0.052817277481222544,0.5344393423196564,-0.05377565803725373,0.03763619467136538,0.022726012011052288,0.5592055430668069,False,False,False,False,-0.07558198779269339,-0.04586072557929087
"(7.0, 10.0]",STABLE,1,3.0,1.5,15,6535,139,1113,139,1113,1491.2975450871186,344.38265460412464,0.02127008416220352,0.02127008416220352,0.17031369548584543,0.808416220351951,-0.19166029074215762,0.22820161363230582,-0.016156864501454638,-0.01615686450145464,0.052698187391602855,0.020334487585647976,-0.03857880749933436,0.02242194299787972,0.0009355965765555432,0.02539435418902363,False,False,False,False,-0.08973324030449485,-0.05294505240297474
"(10.0, 14.0]",STABLE,1,1.5,1.0,60,3763,1320,2019,1323,2016,120.31847707806111,142.4723347408888,0.35078394897688014,0.3515811852245549,0.5365399946850917,0.11267605633802813,-0.010364071219771459,0.031974083730550384,-0.016251357337982383,-0.014258266718795563,0.03786136984876131,0.35621793305643784,-0.003767654413590037,-0.012483702924392347,-0.005433984079557697,0.37817170683408485,False,False,False,False,-0.08466293013426791,-0.05045714373612515
"(0.0, 7.0]",EXPANDING,1,4.0,0.5,30,3153,116,2366,122,2360,913.507846276141,245.83373862940914,0.03679035838883603,0.03869330796067238,0.750396447827466,0.212813193783698,-0.22803679035838884,0.28972656082338755,-0.016278430812961674,-0.0077151577396981225,0.0779682012779604,0.02748463955724403,-0.052417519496311134,0.03613908868334946,0.009305718831591998,0.03598280912241689,False,True,False,False,-0.10303249363458211,-0.059655462223771896
"(10.0, 14.0]",EXPANDING,1,0.75,1.0,60,2771,1598,1137,1619,1116,-4.102750131265747,102.7589053624695,0.5766871165644172,0.5842656080837243,0.4103211836881992,0.012991699747383623,0.022194153735113676,-0.001480602717887314,-0.016370139117190638,-0.0031077789584031956,0.037083690134417,0.5807476178841925,-0.008155774636184027,-0.008214364481006611,-0.0040605013197753115,0.606928956290218,False,False,False,False,-0.062279393325792874,-0.03932476622149175
"(10.0, 14.0]",EXPANDING,1,4.0,0.75,60,2771,135,1938,137,1936,970.2138097922593,102.7589053624695,0.04871887405268856,0.049440635149765426,0.6993865030674846,0.2518946228798268,-0.32966438108985924,0.3501312918773942,-0.016616779346882056,-0.013188414135766938,0.037083690134417,0.041900806254580994,-0.023120234494113587,0.006503455147231531,0.006818067798107563,0.05294093054950535,False,False,False,False,-0.05462624478581379,-0.03562151206634792
"(7.0, 10.0]",CONTRACTING,-1,1.5,1.5,15,3194,566,461,566,461,-42.50534129615104,168.69632960544712,0.17720726361928615,0.17720726361928615,0.1443331246086412,0.6784596117720726,0.04931120851596744,-0.013307871413948352,-0.01681329708879091,-0.01681329708879091,0.052816634190809994,0.17696898253886392,-0.061617229131186196,0.044803932042395286,0.00023828108042223128,0.1961173294041309,False,False,False,False,-0.08881997129282908,-0.052816634190809994
"(7.0, 10.0]",CONTRACTING,-1,1.0,1.5,15,3194,1101,450,1101,450,-311.03152696653166,168.69632960544712,0.34470882905447714,0.34470882905447714,0.1408891671884784,0.5144020037570445,0.13337507827175954,-0.09737993956372312,-0.016821495482773566,-0.01682149548277357,0.052816634190809994,0.3384660723495174,-0.05715391590940517,0.0403324204266316,0.006242756704959718,0.36203314420402133,False,False,False,False,-0.09549252114260678,-0.056157008312690174
"(14.0, inf]",STABLE,1,1.0,0.75,30,2239,831,1144,842,1133,45.97280734088019,56.67423231965815,0.3711478338543993,0.3760607414024118,0.5109423849933006,0.11790978115230011,-0.01205895489057615,0.020532741108030453,-0.01683851048627868,-0.008240922277256795,0.025312296703732983,0.3691762621789194,-0.011614026318551995,-0.005224484167726686,0.0019715716754798995,0.39787103747449337,False,False,False,False,-0.026327166052639604,-0.021582838269459143
"(10.0, 14.0]",STABLE,1,0.75,1.0,60,3763,2169,1539,2196,1512,-9.002726223297369,142.4723347408888,0.576401807068828,0.5835769332979006,0.4089821950571353,0.014615997874036668,0.023319160244485784,-0.0023924332243681554,-0.016934642828643685,-0.004378171927766725,0.03786136984876131,0.5807476178841925,-0.008155774636184027,-0.008778868192459658,-0.004345810815364448,0.6032254322180044,False,False,False,False,-0.06796244174454907,-0.04244854228659638
"(7.0, 10.0]",CONTRACTING,-1,3.0,1.0,15,3194,70,966,70,966,869.6589674184997,168.69632960544712,0.021916092673763307,0.021916092673763307,0.3024420788979336,0.6756418284283031,-0.2366938008766437,0.2722789503501878,-0.01723148471726593,-0.017231484717265932,0.052816634190809994,0.025933839239666984,-0.06933592722096665,0.05210444250370072,-0.004017746565903677,0.034150420127986754,False,False,False,False,-0.0908751125640162,-0.05405329864064107
"(7.0, 10.0]",CONTRACTING,-1,3.0,0.5,60,3140,333,2487,333,2487,355.3210891080952,165.86538771846006,0.10605095541401274,0.10605095541401274,0.7920382165605095,0.10191082802547768,-0.07786624203821656,0.11315958251850165,-0.017530031404574802,-0.0175300314045748,0.05282337188485989,0.10214205186020293,-0.0432285993182052,0.025698567913630396,0.003908903553809809,0.1175720804115182,False,False,False,False,-0.12784275865859973,-0.07268639503158726
"(10.0, 14.0]",STABLE,1,2.0,1.0,15,3807,245,1203,247,1201,788.8861072252696,144.0679971017326,0.0643551352771211,0.06488048332019963,0.31599684791174154,0.6196480168111373,-0.18728657735749935,0.20721988632132116,-0.017909611209998164,-0.01633356708076254,0.03784292017381996,0.06445383222691611,-0.014054128248179166,-0.003855482961818998,-9.869694979501575e-05,0.07586590980019625,False,False,False,False,-0.06496598739303806,-0.04143779930151811
"(14.0, inf]",STABLE,1,3.0,0.75,15,2242,21,971,23,969,681.5361632318787,56.74676184629103,0.00936663693131133,0.010258697591436218,0.43309545049063336,0.5575379125780553,-0.296721677074041,0.30398579983580676,-0.018046654154510393,-0.01470142667904206,0.025310776916276107,0.010258224266006368,-0.01025402095418136,-0.007792633200329033,-0.0008915873346950383,0.016707309054941367,False,False,False,False,-0.03354588956864259,-0.02579627186157649
"(7.0, 10.0]",EXPANDING,1,4.0,0.5,60,3761,200,3052,204,3048,855.2550135352583,197.27354096545074,0.053177346450412125,0.05424089337942037,0.811486306833289,0.1353363467162988,-0.19303376761499602,0.2274009607910817,-0.01808522399101102,-0.01329926281047393,0.05245241716709671,0.04487034949267193,-0.04708726331157407,0.02900203932056305,0.008306996957740197,0.054604602464713964,False,False,False,False,-0.009064720630530883,-0.013574972310770952
"(7.0, 10.0]",STABLE,1,4.0,0.75,60,6404,379,4513,379,4513,2090.3752422005064,337.6828081939889,0.059181761399125545,0.059181761399125545,0.7047158026233604,0.236102435977514,-0.2918098063710181,0.32641712089327085,-0.018122668018969786,-0.018122668018969786,0.0527299825412225,0.059000375798571966,-0.03177245940313492,0.013649791384165132,0.00018138560055357827,0.06740818516542312,False,False,False,False,-0.09578197678190359,-0.056952322400436683
"(14.0, inf]",STABLE,1,3.0,1.0,15,2242,21,712,23,710,664.578679611695,56.74676184629103,0.00936663693131133,0.010258697591436218,0.3175735950044603,0.6730597680642283,-0.2894736842105263,0.2964222478196677,-0.018362213307134737,-0.014793970666635183,0.025310776916276107,0.011142553944110364,-0.012779718266459747,-0.005582495040674989,-0.0017759170127990345,0.017840388806974403,False,False,False,False,-0.04119957466746953,-0.02978089398730213
"(14.0, inf]",STABLE,1,4.0,0.75,15,2242,7,971,7,971,715.7123844980853,56.74676184629103,0.0031222123104371097,0.0031222123104371097,0.43309545049063336,0.5637823371989296,-0.31233273862622657,0.31922943108746,-0.018414084455042713,-0.018414084455042713,0.025310776916276107,0.002829854969932791,-0.010346637974812493,-0.008067446480230219,0.0002923573405043188,0.006451807188855915,False,False,False,False,-0.036251010632503654,-0.027332547543773185
"(14.0, inf]",STABLE,1,4.0,1.0,15,2242,7,712,7,712,698.7549008779014,56.74676184629103,0.0031222123104371097,0.0031222123104371097,0.3175735950044603,0.6793041926851027,-0.3050847457627119,0.3116658790713209,-0.018729643607667105,-0.01872964360766711,0.025310776916276107,0.002829854969932791,-0.013094293338271806,-0.0056353502693952985,0.0002923573405043188,0.006451807188855915,False,False,False,False,-0.04586240954860902,-0.032296026578138064
"(7.0, 10.0]",CONTRACTING,-1,2.0,1.0,30,3175,584,1484,585,1483,423.7864973808718,167.69485600288158,0.18393700787401573,0.18425196850393702,0.4674015748031496,0.34866141732283473,-0.0995275590551181,0.13347606216720373,-0.01886877436913693,-0.01792389247937315,0.052817277481222544,0.18138053621685676,-0.05826250039356708,0.03939372602443014,0.0025564716571589707,0.2007669806893953,False,False,False,False,-0.10856899978037088,-0.0637188870747539
"(7.0, 10.0]",CONTRACTING,-1,0.75,1.0,60,3140,1843,1271,1869,1245,-5.260225655387801,165.86538771846006,0.5869426751592357,0.5952229299363058,0.4047770700636943,0.008280254777070006,0.03542993630573248,-0.001675231100441975,-0.01906866667956938,-0.00457822081969677,0.05282337188485989,0.5688087185268696,-0.04900475276924273,0.02993608608967335,0.018133956632366055,0.5935080428056912,False,False,False,False,-0.0732022673526174,-0.04613546701609339
"(14.0, inf]",CONTRACTING,-1,1.0,0.5,60,848,281,554,295,540,1.6009576245849861,21.794415002467627,0.3313679245283019,0.34787735849056606,0.6533018867924528,0.015330188679245293,0.0047169811320754715,0.0018879217271049365,-0.01909605822863519,0.005668092714761035,0.025700961087815596,0.31746031746031744,-0.041226844276577176,0.022130786047941987,0.01390760706798444,0.3626852703458552,False,False,False,True,-0.04751713348492031,-0.03330659585677775
"(14.0, inf]",STABLE,1,1.5,1.5,15,2242,303,357,305,355,94.71081829995805,56.74676184629103,0.13514719000892061,0.1360392506690455,0.1592328278322926,0.7056199821587867,-0.03612845673505798,0.04224389754681447,-0.019195336104519616,-0.016519154124144952,0.025310776916276107,0.14007782101167315,-0.01617719425182557,-0.003018141852694046,-0.004930631002752539,0.160976421395031,False,False,False,False,-0.03410239970840726,-0.02664886790646344
"(10.0, 14.0]",EXPANDING,1,0.75,1.0,30,2791,1499,1061,1521,1039,-13.632376435867906,103.48692488951522,0.5370834826227159,0.5449659620207811,0.3801504836975994,0.08276603367968471,0.022662128269437476,-0.004884405745563564,-0.01930107535843179,-0.005506736411817675,0.037078797882305704,0.5375848690591658,-0.009037221428805184,-0.010263853929626605,-0.0005013864364499243,0.5639820401037335,False,False,False,False,-0.05911607559636636,-0.039208575477399074
"(7.0, 10.0]",CONTRACTING,-1,2.0,1.5,15,3194,282,468,282,468,245.02929393022674,168.69632960544712,0.08829054477144646,0.08829054477144646,0.14652473387601753,0.765184721352536,-0.043206011271133375,0.0767154959080234,-0.019307149553919968,-0.019307149553919968,0.052816634190809994,0.08907389670669712,-0.06633283106267762,0.047025681508757654,-0.0007833519352506563,0.10348854433207154,False,False,False,False,-0.09516622318166312,-0.05723668636779154
"(10.0, 14.0]",EXPANDING,1,2.0,1.0,30,2791,452,1341,463,1330,486.39280967922525,103.48692488951522,0.16194912217843066,0.16589036187746328,0.4804729487638839,0.3575779290576855,-0.15657470440702256,0.17427187734834299,-0.0193816249409853,-0.007557905843887484,0.037078797882305704,0.14718719689621726,-0.005431270924745718,-0.013950354016239582,0.0147619252822134,0.16626255383767805,False,False,False,False,-0.055832519891629,-0.03760707241630715
"(7.0, 10.0]",CONTRACTING,-1,4.0,1.0,15,3194,25,967,25,967,973.7042713584916,168.69632960544712,0.007827175954915467,0.007827175954915467,0.3027551659361302,0.6894176581089544,-0.2714464621164684,0.3048541863990268,-0.01940890990825157,-0.019408909908251566,0.052816634190809994,0.010314595152140279,-0.06965909979254203,0.05025018988429046,-0.0024874191972248123,0.015667900804611955,False,False,False,False,-0.09211508714459633,-0.05576199852642395
"(10.0, 14.0]",EXPANDING,1,1.0,1.0,30,2791,1225,1196,1243,1178,20.152328652417232,103.48692488951522,0.4389107846649946,0.44536008599068433,0.4285202436402723,0.13256897169473303,0.010390541024722321,0.007220468882987185,-0.0194677879745962,-0.0065691853232167675,0.037078797882305704,0.43452958292919497,-0.004587640687758997,-0.014880147286837203,0.004381201735799645,0.46086056906532347,False,False,False,False,-0.06758841044139464,-0.04352809920799542
