bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(0.0, 7.0]",EXPANDING,-1,1.0,0.75,60,3062,1286,1759,1340,1705,1.0743919563932174,239.44254018301092,0.4199869366427172,0.43762246897452645,0.5744611365120836,0.005551926845199229,-0.010858915741345525,0.00035087914970385935,-0.08870612286956815,-0.057843941288901926,0.07819808627792649,0.42561619718309857,-0.08269074776478347,-0.006015375104784684,-0.005629260540381376,0.4506966716844944,False,False,False,False,-0.11585440179090055,-0.10228026233023435
"(7.0, 10.0]",CONTRACTING,1,1.5,1.0,15,3194,450,1101,450,1101,311.03152696653166,168.69632960544712,0.1408891671884784,0.1408891671884784,0.34470882905447714,0.5144020037570445,-0.13337507827175954,0.09737993956372312,-0.08881177289884643,-0.08881177289884643,0.052816634190809994,0.15663449495321594,-0.051256803937829463,-0.03755496896101696,-0.015745327764737527,0.17489628521599987,False,False,False,False,-0.012488900025487845,-0.050650336462167135
"(7.0, 10.0]",CONTRACTING,1,1.5,1.5,15,3194,461,566,461,566,42.50534129615104,168.69632960544712,0.1443331246086412,0.1443331246086412,0.17720726361928615,0.6784596117720726,-0.04931120851596744,0.013307871413948352,-0.08881997129282908,-0.08881997129282908,0.052816634190809994,0.1621601709275768,-0.04653562583724493,-0.04228434545558415,-0.017827046318935613,0.1806727822624368,False,False,False,False,-0.01681329708879091,-0.052816634190809994
"(0.0, 7.0]",STABLE,-1,0.75,0.75,15,11804,4869,4957,5058,4768,-3.9812230186961317,979.5002559918729,0.41248729244323956,0.428498813961369,0.41994239240935277,0.16757031514740767,-0.005591324974584887,-0.0003372774499064835,-0.08890896975691029,-0.0648916874797161,0.08298036733241891,0.41672400348607863,-0.09172607628762657,0.0028171065307162763,-0.00423671104283907,0.4294524266741002,False,False,False,False,-0.10106904718512172,-0.094989008471016
"(0.0, 7.0]",EXPANDING,1,0.75,1.5,15,3185,1555,597,1571,581,-305.97176758375394,248.0024988095714,0.48822605965463106,0.4932496075353218,0.18744113029827317,0.3243328100470958,0.08500784929356357,-0.09606648903728539,-0.08892441645002366,-0.0776214337184695,0.07786577670630185,0.4667675794688317,-0.0932915884988584,0.00436717204883473,0.021458480185799378,0.4915491067309005,False,False,False,False,-0.08285960168399865,-0.08589200906701117
"(0.0, 7.0]",STABLE,-1,1.5,1.5,30,11530,3787,3809,3799,3797,-35.47508891268161,957.4135127677637,0.32844752818733736,0.3294882914137034,0.3303555941023417,0.3411968777103209,-0.002862098872506505,-0.0030767639993652743,-0.0889755942480872,-0.08585330456898918,0.08303673137621541,0.3293935556493598,-0.09589538881344549,0.006919794565358295,-0.0009460274620224363,0.3416896697989645,False,False,False,False,-0.08022015818344164,-0.08459787621576442
"(10.0, 14.0]",STABLE,-1,2.0,0.75,30,3792,552,2273,558,2267,406.4465418055624,143.52642635421205,0.14556962025316456,0.14715189873417722,0.5994198312236287,0.2550105485232067,-0.15842563291139242,0.10718526946349219,-0.08909015942738652,-0.08473889360460171,0.0378497959794863,0.15446168768186228,-0.07842194632945312,-0.010668213097933393,-0.00889206742869772,0.17111134019946198,False,False,False,False,-0.03345791629754026,-0.06127403786246339
"(0.0, 7.0]",EXPANDING,-1,1.5,0.5,60,3062,740,2303,775,2268,7.979686763690795,239.44254018301092,0.24167210973220118,0.25310254735467014,0.7521227955584585,0.006205094709340275,-0.013553233180927498,0.002606037479977399,-0.0891452819788766,-0.06628440673393864,0.07819808627792649,0.24677230046948356,-0.0774351929277008,-0.011710089051175793,-0.0051001907372823785,0.26878571298603066,False,False,False,False,-0.06536285602833568,-0.07725406900360614
"(0.0, 7.0]",EXPANDING,1,1.0,1.5,15,3185,1182,632,1194,620,-270.2241257992912,248.0024988095714,0.3711145996860283,0.37488226059654634,0.19843014128728415,0.4304552590266875,0.07346938775510205,-0.08484273965440854,-0.08923912860560836,-0.0798199763293132,0.07786577670630185,0.3484702536580891,-0.08727329053822082,-0.0019658380673875375,0.02264434602793919,0.37222704006939705,False,False,False,False,-0.0969487772601749,-0.09309395293289163
"(0.0, 7.0]",STABLE,1,1.0,0.75,60,10983,4620,6266,4731,6155,11.260633583168701,912.715133199325,0.42065009560229444,0.4307566238732587,0.5705180733861422,0.008831831011563263,-0.00723845943731221,0.001025278483398771,-0.08931571516126344,-0.07162929068707605,0.08310253420734999,0.41431924882629106,-0.10095971260162719,0.011643997440363749,0.006330846776003374,0.42750486587953224,False,False,False,False,-0.0725547404799103,-0.08093522782058687
"(14.0, inf]",STABLE,-1,2.0,1.5,30,2239,370,625,370,625,53.99665594116748,56.67423231965815,0.16525234479678427,0.16525234479678427,0.2791424743188924,0.5556051808843233,-0.08820902188476999,0.024116416230981458,-0.08940490235752152,-0.0894049023575215,0.025312296703732983,0.17661647475642162,-0.06289464696526513,-0.02651025539225639,-0.011364129959637342,0.1995203103771035,False,False,False,False,0.034040176466967186,-0.027682362945277168
"(10.0, 14.0]",CONTRACTING,-1,0.75,0.75,60,1652,766,875,775,866,-3.07032033434241,63.02996017781892,0.463680387409201,0.46912832929782083,0.5296610169491526,0.006658595641646392,-0.04948547215496368,-0.0018585474178828146,-0.08949774849404439,-0.0813258356611146,0.038153728921197894,0.4749572440752504,-0.07270912062440553,-0.01678862786963886,-0.01127685666604944,0.509389404002071,False,False,False,False,0.00501837781871882,-0.042239685337662786
"(7.0, 10.0]",CONTRACTING,1,1.0,1.0,30,3175,1313,1433,1325,1421,3.434997707085468,167.69485600288158,0.4135433070866142,0.41732283464566927,0.45133858267716537,0.1351181102362205,-0.03779527559055118,0.0010818890416017222,-0.089530664030172,-0.08197160891206176,0.052817277481222544,0.4270478447637387,-0.0628227705353381,-0.026707893494833906,-0.013504537677124506,0.45168683051258324,False,False,False,False,-0.023662946050383323,-0.05659680504027766
"(14.0, inf]",CONTRACTING,1,2.0,1.5,30,855,108,257,108,257,114.88901328329645,21.95308796592333,0.12631578947368421,0.12631578947368421,0.30058479532163745,0.5730994152046784,-0.19824561403508772,0.13437311495122392,-0.08954862535979752,-0.08954862535979752,0.02567612627593372,0.15287865367581932,0.01930365222575,-0.10885227758554752,-0.026562864202135106,0.18825213406222738,False,False,False,False,0.04678118059887921,-0.021383722380459155
"(14.0, inf]",CONTRACTING,1,4.0,0.5,60,848,26,661,26,661,172.31657513688097,21.794415002467627,0.030660377358490566,0.030660377358490566,0.7794811320754716,0.18985849056603776,-0.2670990566037736,0.20320350841613322,-0.08959650927545597,-0.08959650927545595,0.025700961087815596,0.0299625468164794,0.0045528667036786805,-0.09414937597913464,0.0006978305420111651,0.04759007358919751,False,False,False,False,0.02314126355787955,-0.033227622858788206
"(7.0, 10.0]",STABLE,-1,3.0,1.5,15,6535,167,1072,167,1072,864.9759292142509,344.38265460412464,0.025554705432287682,0.025554705432287682,0.1640397857689365,0.8104055087987758,-0.1693955623565417,0.13236050944364972,-0.08973324030449485,-0.08973324030449484,0.052698187391602855,0.02703897443453916,-0.07019060936594412,-0.01954263093855073,-0.0014842690022514766,0.03282653106190524,False,False,False,False,-0.016156864501454638,-0.05294505240297474
"(0.0, 7.0]",EXPANDING,1,1.5,0.75,15,3185,603,1624,627,1600,275.4053325539643,248.0024988095714,0.1893249607535322,0.19686028257456828,0.5098901098901099,0.3007849293563579,-0.09843014128728414,0.0864694921676497,-0.0898264258259363,-0.07287195172860506,0.07786577670630185,0.17251502224668594,-0.07946879985737222,-0.010357625968564085,0.016809938506846256,0.19150462722947004,False,False,False,False,-0.0781101196941342,-0.08396827276003525
"(7.0, 10.0]",STABLE,-1,3.0,0.75,60,6404,767,4623,769,4621,927.366617156185,337.6828081939889,0.1197688944409744,0.12008119925046845,0.7218925671455341,0.15833853841349155,-0.18211274203622735,0.1448105273510595,-0.09003219722639036,-0.0888610541907876,0.0527299825412225,0.12859827132656895,-0.049540667648947476,-0.040491529577442884,-0.008829376885594556,0.1404512223366596,False,False,False,False,-0.024787380534306597,-0.05740978888034848
"(14.0, inf]",STABLE,-1,4.0,1.0,30,2239,57,1049,57,1049,675.7398242342404,56.67423231965815,0.025457793657882984,0.025457793657882984,0.46851272889682893,0.506029477445288,-0.366681554265297,0.30180429845209483,-0.09018955251693515,-0.09018955251693515,0.025312296703732983,0.028520814880425155,-0.05560528337374666,-0.0345842691431885,-0.0030630212225421713,0.038852691471528866,False,False,False,False,0.0012740323281396637,-0.044457760094397746
"(7.0, 10.0]",CONTRACTING,1,1.5,1.5,30,3175,866,989,866,989,65.77961084872159,167.69485600288158,0.272755905511811,0.272755905511811,0.311496062992126,0.41574803149606304,-0.05811023622047244,0.020717987668888688,-0.0902095260328063,-0.0902095260328063,0.052817277481222544,0.29514146052436674,-0.051677453405255445,-0.03853207262755085,-0.022385555012555736,0.31796217560253504,False,False,False,False,-0.015425028929638793,-0.052817277481222544
"(0.0, 7.0]",STABLE,-1,0.75,0.75,60,10983,5426,5528,5625,5329,-1.843641964311282,912.715133199325,0.49403623782208866,0.51215514886643,0.5033233178548666,0.002640444323044777,-0.006965310024583447,-0.00016786323994457634,-0.09023570747187802,-0.06305734090536613,0.08310253420734999,0.49398474178403756,-0.09018651667996536,-4.9190791912664955e-05,5.149603805110203e-05,0.5073499961843283,False,False,False,False,-0.10314772750933386,-0.09669171749060594
"(7.0, 10.0]",STABLE,-1,4.0,1.5,15,6535,63,1072,63,1072,1110.4186786475618,344.38265460412464,0.009640397857689364,0.009640397857689364,0.1640397857689365,0.8263198163733741,-0.2074980872226473,0.16991869604400334,-0.09027757857024679,-0.09027757857024679,0.052698187391602855,0.010461946511456568,-0.0708272090076439,-0.01945036956260289,-0.0008215486537672036,0.014158842209527907,False,False,False,False,-0.015765868839581542,-0.05302172370491417
"(7.0, 10.0]",STABLE,-1,2.0,1.5,60,6404,1928,2876,1934,2870,216.64957174337255,337.6828081939889,0.30106183635227984,0.30199875078076205,0.4490943160524672,0.2498438475952529,-0.07151780137414117,0.033830351615142494,-0.09041743230022116,-0.08713823180053347,0.0527299825412225,0.31634723788049607,-0.049560736005804455,-0.040856696294416704,-0.015285401528216225,0.3326925615303621,False,False,False,False,-0.011771323025670072,-0.05109437766294562
"(0.0, 7.0]",STABLE,1,1.0,1.5,15,11804,4067,2184,4088,2163,-879.935386196093,979.5002559918729,0.34454422229752624,0.34632328024398507,0.18502202643171806,0.4704337512707557,0.06701118264994917,-0.07454552577059412,-0.09051471045306386,-0.08606706558691679,0.08298036733241891,0.3484702536580891,-0.08727329053822082,-0.003241419914843044,-0.003926031360562854,0.3607860577798947,False,False,False,False,-0.09290919256772993,-0.0917119515103969
"(0.0, 7.0]",EXPANDING,-1,3.0,1.0,30,3153,250,1687,254,1683,897.4241279169514,245.83373862940914,0.0792895654931811,0.08055819854107199,0.5350459879479861,0.3856644465588328,-0.29717729146844274,0.2846254766625282,-0.09052001608387496,-0.08544548389231137,0.0779682012779604,0.0820317996341635,-0.07499915554915484,-0.015520860534720113,-0.0027422341409824025,0.09602613875988916,False,False,False,False,-0.030707963671404243,-0.0606139898776396
"(10.0, 14.0]",STABLE,-1,3.0,0.5,30,3792,180,2834,182,2832,677.2280795346362,143.52642635421205,0.04746835443037975,0.047995780590717296,0.7473628691983122,0.20516877637130804,-0.23127637130801687,0.178593902830864,-0.0905322644566392,-0.08868627289545777,0.0378497959794863,0.05467992240543162,-0.0680914773805479,-0.022440787076091304,-0.007211567975051868,0.06529262249669637,False,False,False,False,-0.04666288621160024,-0.06859757533411973
"(10.0, 14.0]",CONTRACTING,-1,1.5,0.75,15,1678,226,775,228,773,154.03948817310965,63.97784355817555,0.13468414779499405,0.13587604290822408,0.46185935637663883,0.4034564958283671,-0.1443682955899881,0.09179945659899263,-0.09069627853698803,-0.08801451453222045,0.038127439545992584,0.15147857573928786,-0.06441872571466416,-0.02627755282232387,-0.01679442794429381,0.1764646504320427,False,False,False,False,0.022567137738419705,-0.034064570399284164
"(10.0, 14.0]",STABLE,-1,2.0,1.0,60,3763,898,2236,900,2234,240.9648816356761,142.4723347408888,0.23863938347063512,0.2391708743024183,0.5942067499335636,0.16715386659580134,-0.11692798299229339,0.0640353126855371,-0.09075404015551758,-0.08915956766016814,0.03786136984876131,0.24932812118250672,-0.0862933763184547,-0.004460663837062881,-0.010688737711871593,0.26923640278159916,False,False,False,False,-0.024429809047554398,-0.05759192460153599
"(10.0, 14.0]",STABLE,-1,1.5,0.75,30,3792,855,2224,869,2210,184.72297835147128,143.52642635421205,0.2254746835443038,0.22916666666666666,0.5864978902953587,0.18802742616033752,-0.10166139240506329,0.048713865599016686,-0.0907973227855329,-0.08249036076021646,0.0378497959794863,0.2361784675072745,-0.08111730061397346,-0.009680022171559444,-0.010703783962970698,0.25565911106726846,False,False,False,False,-0.034335052901589544,-0.06256618784356122
"(7.0, 10.0]",CONTRACTING,1,3.0,1.0,15,3194,36,1105,36,1105,875.4412200759793,168.69632960544712,0.011271133375078271,0.011271133375078271,0.3459611772072636,0.6427676894176582,-0.3121477770820288,0.2740892987088226,-0.0908751125640162,-0.0908751125640162,0.052816634190809994,0.019818757828040965,-0.042652455616076265,-0.04822265694793994,-0.008547624452962694,0.027069096351818533,False,False,False,False,-0.01723148471726593,-0.05405329864064107
"(0.0, 7.0]",CONTRACTING,-1,1.5,0.5,30,6638,1393,4704,1434,4663,233.60712224044528,574.381314253559,0.209852365170232,0.2160289243748117,0.7086471828864116,0.08150045194335642,-0.03954504368785779,0.035192395637307215,-0.09088192106253597,-0.07852880265337658,0.08652927301198539,0.21345152666385253,-0.08075270477303077,-0.010129216289505194,-0.003599161493620523,0.22763989812004864,False,False,False,False,-0.08661930472009172,-0.08875061289131383
"(0.0, 7.0]",EXPANDING,-1,0.75,1.5,30,3153,1914,913,1944,883,-106.94883772324842,245.83373862940914,0.6070409134157945,0.6165556612749762,0.28956549318109737,0.10339359340310816,0.02093244529019981,-0.03391970749230841,-0.090955463480069,-0.06954728079691011,0.0779682012779604,0.5883401341400497,-0.09887949600383371,0.00792403252376471,0.01870077927574476,0.6128189381633194,False,False,False,False,-0.10058233210910339,-0.0957688977945862
"(0.0, 7.0]",CONTRACTING,-1,0.75,1.0,15,6812,3076,2133,3136,2073,-205.17662707052216,589.411051536283,0.451556077510276,0.4603640634174985,0.3131238990017616,0.23532002348796238,0.02554315913094539,-0.030119880662143595,-0.09110212545607826,-0.07568815011843881,0.08652540392488006,0.44942892527865697,-0.09058149582556957,-0.0005206296305086955,0.0021271522316190228,0.4663285986143182,False,False,False,False,-0.08689352236680382,-0.08899782391144104
"(0.0, 7.0]",STABLE,1,1.0,0.5,15,11804,3090,7106,3298,6898,367.0804938405048,979.5002559918729,0.26177566926465606,0.2793968146391054,0.6019993222636394,0.1362250084717046,-0.039223991867163674,0.031097974740808606,-0.09110638445877399,-0.06467466639709997,0.08298036733241891,0.2625567634512178,-0.09398227977669789,0.002875895317923899,-0.0007810941865617482,0.27394951437245685,False,False,False,False,-0.08740372266571685,-0.08925505356224542
"(14.0, inf]",CONTRACTING,1,2.0,1.5,60,848,195,364,195,364,100.47408330332344,21.794415002467627,0.22995283018867924,0.22995283018867924,0.42924528301886794,0.34080188679245277,-0.18396226415094338,0.11848358880108896,-0.09117963643767003,-0.09117963643767003,0.025700961087815596,0.26431246655965757,0.05870994228375786,-0.14988957872142789,-0.03435963637097833,0.30732659707452986,False,False,False,False,0.0324006565027652,-0.029389489967452418
"(7.0, 10.0]",CONTRACTING,1,3.0,1.5,15,3194,36,568,36,568,621.4312547260727,168.69632960544712,0.011271133375078271,0.011271133375078271,0.17783343769567939,0.8108954289292424,-0.2329367564182843,0.19456207098499456,-0.0911913196240997,-0.09119131962409971,0.052816634190809994,0.020334487585647976,-0.03857880749933436,-0.05261251212476534,-0.009063354210569705,0.027672034496548887,False,False,False,False,-0.0231427837156489,-0.0571670516698743
"(0.0, 7.0]",EXPANDING,-1,1.5,0.5,15,3185,476,2050,509,2017,268.1599153610085,248.0024988095714,0.14945054945054945,0.1598116169544741,0.6436420722135008,0.20690737833594974,-0.09764521193092622,0.08419463590612511,-0.09131635273110295,-0.07059421772325367,0.07786577670630185,0.1463694325948351,-0.08684591746651034,-0.0044704352645926065,0.0030811168557143553,0.1641695105873155,False,False,False,False,-0.07574687112635707,-0.08353161192873002
"(14.0, inf]",CONTRACTING,1,2.0,1.5,15,858,44,164,44,164,101.57799752597361,22.028981079620134,0.05128205128205128,0.05128205128205128,0.19114219114219114,0.7575757575757576,-0.18414918414918416,0.11838927450579675,-0.09143471276648779,-0.09143471276648778,0.02567480312310039,0.06650159179342059,-0.01201729435838381,-0.07941741840810398,-0.015219540511369312,0.0914554902104332,False,False,False,False,0.04128448728660555,-0.02507511273994112
"(10.0, 14.0]",STABLE,-1,2.0,1.5,60,3763,1031,1596,1033,1594,130.36812338358976,142.4723347408888,0.2739835237842147,0.27451501461599787,0.42412968376295507,0.3018867924528302,-0.08822747807600319,0.03464473116757634,-0.09144411675718817,-0.08958389884594713,0.03786136984876131,0.28719765453212803,-0.08938317692807289,-0.002060939829115274,-0.013214130747913333,0.3079878435641031,False,False,False,False,0.0023466987205250055,-0.04454870901833158
